sentence,translation
他父亲恐怕活不过今晚。,I'm afraid his father may not make it past this evening.
你打得过他吗？,Do you play better than him?
你去过中国吗？,Have you (ever) been to China?
你见过我个女朋友未呀？,Have you seen my girlfriend yet?
请把盐递给我。,Please pass me the salt.
我家离大学很远。,My home is far from my university.
两者差远了。,The two are very different.
论学识我远不及他。,
近世各国所谓民权制度，往往为资产阶级所专有，适成为压迫平民之工具。,The so-called democratic system in modern states is usually monopolized by the bourgeoisie and has become simply an instrument for oppressing the common people.
他选了一颗红苹果。,He picked a red apple.
把我的手机还给我。,Give my mobile back to me.
他还没来。,He hasn't come yet.
还未得住。,It's still not OK.
你怎么还没到？,Why are you still not here?
这里还是老样子。,Here's still the same as before.
十点了，他还在工作。,It's ten o'clock already and he is still working.
几年不见，她还那么漂亮。,She is still very beautiful after all these years.
考试完还要上课。,(I) still have classes after the exams.
她会说英语，还会说西班牙语。,She can speak English and can also speak Spanish.
他赔了一大笔钱，还丢了工作。,He lost a lot of money and even his job.
今年比去年还冷。,This year is even colder than last year.
我的成绩还可以。,I have a passable grade.
屋子不大，收拾得倒还干净。,It's quite clean for such a small room.
孩子不大，还挺懂事的。,The small kid is surprisingly quite sensible.
这蛋糕还挺好吃的。,That was a pretty tasty cake.
你还搬不动，何况我呢？,"Even you can't move it, let alone me."
他还真有办法。,Surprisingly he has a way to do this.
还真的是。,It really is so[; would you look at that.]
还在几年以前，我们就研究过这个方案。,The proposal has been studied by us a couple of years ago (and now you made the suggestion to study it).
在悬崖边行走是危险的。,It is dangerous to walk near the edge of a cliff.
孩子们在海滩边用沙子堆砌城堡。,The children are building sandcastles on the beach.
她的手帕有一条蓝边。,Her handkerchief has a blue border.
长方体有几条边？,How many sides does a cuboid have?
你为什么不站在我这边？,Why are you not on my side?
你喜欢边听音乐边做作业吗？,Do you listen to music while doing your homework?
想唱边首呀？,Which song do you want to sing?
你边有做份功课呀？,You did not do this piece of assignment.
那是什么？,What's that?
你为什么特别挑了那一个呢？,Why did you choose that one in particular?
那年我将近十岁，住在四川成都郊区的百花桥。,"That year, I was about ten years old, living in Sichuan Province in a suburb of Chengdu city called Hundred Flowers."
那里面只是一些没用的家俱和磁器。,
嗯，我明白了，那我最好也打扮一下。,"Oh, I see. I'd better dress up then."
你不喜欢这份工作？那你怎么不辞掉呢？,You don' t like your job? In that case why don't you leave?
我想去看一部电影。,I want to see a movie.
我都知道了。,I know everything. [ambiguous; may also mean “Even I know”.]
他比任何人都好。,He is better than anyone else.
这里的人我都认识。,I know everyone here.
现在在超市什么都买得到。,These days everything can be bought from a supermarket.
他什么电影都不看。,He doesn't watch any movies.
我真羡慕他，在哪里都能睡得着。,I really envy him; he can sleep wherever he is.
我都不知道，你是怎么知道的？,How come you know it when even I don't know?
我身上一分钱都没有。,I don't even have a single cent.
我给她打了四个电话，她一个都没接。,"I called her four times, but she answered none of them."
他连畜生都不如，连自己的父母都不养活。,"He is no better than an animal, because he doesn't even support his own parents."
都四点了。,It is already 4 o'clock.
都这么晚了吗？,Is it that late already?
我都好好。,I'm fine too.
我不配做您的学生。,I don't deserve to be your student.
弟弟还醒着吗？,Is younger brother still awake?
面包师傅等了面醒好了再蒸包子。,The baker waited until the dough became soft before steaming the buns.
这狗长得真丑。,This dog is so ugly.
假病，老子给你医！,You fake sickness; I'll give you the cure.
酱我要……我要做么她才会知道酱啊？,Then what… what should I do to make her know?
一个苹果重约100克。,An apple weighs about 100 g on average.
金的颜色和黄铜很相似。,Gold is similar in color to brass.
他被奖励了一块金表。,He received a golden watch as a prize.
我家里铺了地毯。,My place is carpeted.
我没有钱。,I don't have money.
我错了，下次不敢了。,I made a mistake. It won't happen again.
全部都是你的错。,It's all your fault.
回到香积厨下看时，锅也没了，灶头都塌损。,
这辆车没有锁。,This car is not locked.
这个镇建于1610年。,The town was founded in 1610.
那个钟每小时响一次。,That bell rings once every hour.
这个钟快了，所以我把它校准了。,The clock was fast so I corrected it.
咱俩关系铁。,We are on intimate terms.
大清早儿的，谁在外面凿门呢？,Who is outside banging on the door in the early morning?
我比伊长三十厘米。,I'm taller than him by thirty centimeters.
我家的树长得很健康。,The tree in my house is growing healthily.
他长得很像他爸爸。,He looks a lot like his dad.
他长得又高又帅。,He is tall and handsome.
这门生意不好做。,It's a tough business.
你这一门心思，谁猜得到？,Who could have guessed all that in your mind?
我大意了，没有闪。,I was careless and I didn't dodge.
那司机为什么对我闪车灯？,Why is the driver flashing his lights at me?
我开不到这扇门。,I can't open the door.
商店开到八点。,The shop opens till eight o'clock.
我开了个银行帐户。,I opened a bank account.
水开了没有？,Has the water boiled?
我们开了一张学生必读书单。,We made a list of required books for students.
船长把船开到对岸去。,The captain sailed the boat to the opposite bank.
火车已经开了。,The train has already departed.
把眼睛合上。,to shut one's eyes
他在圣诞节时关了店铺。,He shut up his shop at Christmas.
那囚犯被关在单人牢房内。,The prisoner was locked in a cell.
这不关我的事。,It does not concern me.
这件事与我无关。,This has nothing to do with me.
这种人不得不防。,You must guard against people like this.
你阿是先生？,Are you a teacher?
阿要辣油啊？,[Do you] need chili oil?
舅父限表弟每个星期打机最多打一个钟。,Uncle limits my little cousin to at most one hour of video games per week.
在我去医院探望妈妈时，他一直陪着我。,He kept me company while I visited mum in hospital.
好哇，你敢跟我玩儿阴的！,"Fine, you dare play dirty with me!"
我今儿个让人给阴了。,Today I have been tricked by someone.
将这间房隔做两间。,to split the room into two
这孩子脾气随他爷爷。,This boy’s bad temper is just like his grandfather’s.
一日，贩小猪四只，往崇安、大安去卖。,"One day, [Deng Zhaobao] bought four piglets and went to Chong'an and Da'an to sell them."
昆虫有六只脚。,Insects have six legs.
呢只雪糕太甜喇。,This sort of ice cream is too sweet.
虽你我不一样，我们一路唱，走往祝福的方向。,"God made us not the same, but we're together to sing a song of love. [official translation]
Although you and I are not the same, we will sing as we go towards the direction of blessings. [literal translation]"
这里卖的东西很杂。,They sell all sorts of stuff here.
呢几条街夜晚好杂。,
我哥哥和我爸爸都是属鸡的。,My elder brother and my father are both born in the Year of the Rooster.
